player_name,team,position,league,season,games,minutes,goals,assists,xG,xA,npg,npxG,shots,key_passes,xGChain,xGBuildup,goals_p90,assists_p90,xG_p90,xA_p90,npg_p90,npxG_p90,shots_p90,key_passes_p90,xGChain_p90,xGBuildup_p90,goal_conversion,xG_overperf,xA_overperf
Evan Ferguson,Brighton,F S,Premier League,2023,27,1364,6,0,3.97,0.65,6,3.97,33,6,6.87,2.48,0.3959,0.0,0.2617,0.043,0.3959,0.2617,2.1774,0.3959,0.4532,0.1639,0.1818,0.1342,-0.043
Simon Adingra,Brighton,D F M S,Premier League,2023,31,2256,6,1,5.1,3.3,6,5.1,52,33,13.1,6.31,0.2394,0.0399,0.2033,0.1317,0.2394,0.2033,2.0745,1.3165,0.5228,0.2517,0.1154,0.036,-0.0918
Ben Brereton Díaz,Sheffield United,F M,Premier League,2023,14,1134,6,1,6.06,1.64,5,5.3,35,8,7.23,1.55,0.4762,0.0794,0.481,0.1304,0.3968,0.4206,2.7778,0.6349,0.5738,0.1227,0.1714,-0.0048,-0.051
Alex Iwobi,"Everton,Fulham",M S,Premier League,2023,32,2398,5,2,5.66,4.81,5,5.66,55,52,16.55,8.54,0.1877,0.0751,0.2125,0.1806,0.1877,0.2125,2.0642,1.9516,0.621,0.3206,0.0909,-0.0249,-0.1055
Danny Welbeck,Brighton,F M S,Premier League,2023,29,1723,5,1,6.24,2.19,5,6.24,40,22,13.55,7.47,0.2612,0.0522,0.3261,0.1143,0.2612,0.3261,2.0894,1.1492,0.7076,0.3904,0.125,-0.0649,-0.0621
Ross Barkley,Luton,M S,Premier League,2023,32,2627,5,4,4.48,4.82,5,4.48,66,43,11.16,5.91,0.1713,0.137,0.1536,0.1653,0.1713,0.1536,2.2611,1.4732,0.3825,0.2025,0.0758,0.0177,-0.0282
Eddie Nketiah,Arsenal,F S,Premier League,2023,27,1036,5,2,5.06,1.21,5,5.06,38,9,5.85,0.99,0.4344,0.1737,0.4394,0.1051,0.4344,0.4394,3.3012,0.7819,0.5083,0.0861,0.1316,-0.005,0.0687
Morgan Gibbs-White,Nottingham Forest,F M S,Premier League,2023,37,3177,5,10,6.07,9.52,4,5.31,71,74,18.27,9.27,0.1416,0.2833,0.1719,0.2697,0.1133,0.1504,2.0113,2.0963,0.5176,0.2626,0.0704,-0.0303,0.0135
Cristian Romero,Tottenham,D,Premier League,2023,33,2796,5,0,3.99,0.34,5,3.99,24,7,17.81,16.45,0.1609,0.0,0.1283,0.011,0.1609,0.1283,0.7725,0.2253,0.5733,0.5296,0.2083,0.0327,-0.011
Lyle Foster,Burnley,F M S,Premier League,2023,24,1938,5,3,5.61,1.5,5,5.61,34,19,8.68,2.61,0.2322,0.1393,0.2604,0.0696,0.2322,0.2604,1.5789,0.8824,0.4029,0.1213,0.1471,-0.0282,0.0697
Alexis Mac Allister,Liverpool,M S,Premier League,2023,33,2661,5,5,4.0,3.58,4,3.24,44,47,22.71,18.19,0.1691,0.1691,0.1353,0.121,0.1353,0.1095,1.4882,1.5896,0.7682,0.6151,0.1136,0.0339,0.0481
Conor Gallagher,Chelsea,M,Premier League,2023,37,3171,5,7,4.72,5.79,5,4.72,48,52,25.91,18.71,0.1419,0.1987,0.1339,0.1644,0.1419,0.1339,1.3623,1.4759,0.7354,0.5311,0.1042,0.008,0.0343
Anthony Elanga,Nottingham Forest,F M S,Premier League,2023,36,2430,5,9,6.77,7.09,5,6.77,54,33,17.63,5.62,0.1852,0.3333,0.2509,0.2626,0.1852,0.2509,2.0,1.2222,0.6528,0.208,0.0926,-0.0657,0.0707
Brennan Johnson,"Nottingham Forest,Tottenham",F M S,Premier League,2023,35,2350,5,10,12.17,7.64,5,12.17,53,46,21.62,3.08,0.1915,0.383,0.4661,0.2925,0.1915,0.4661,2.0298,1.7617,0.8279,0.1181,0.0943,-0.2746,0.0904
Mykhailo Mudryk,Chelsea,F M S,Premier League,2023,31,1563,5,2,5.11,3.89,5,5.11,35,32,10.99,4.36,0.2879,0.1152,0.2943,0.2237,0.2879,0.2943,2.0154,1.8426,0.6329,0.2509,0.1429,-0.0064,-0.1086
Noni Madueke,Chelsea,M S,Premier League,2023,23,1066,5,2,3.0,2.16,4,2.24,32,20,7.78,4.74,0.4221,0.1689,0.2536,0.1824,0.3377,0.1893,2.7017,1.6886,0.6569,0.4002,0.1562,0.1686,-0.0136
Zeki Amdouni,Burnley,F M S,Premier League,2023,34,2025,5,1,6.1,1.49,4,5.34,49,16,7.89,2.69,0.2222,0.0444,0.2711,0.0664,0.1778,0.2373,2.1778,0.7111,0.3506,0.1195,0.102,-0.0489,-0.022
Fabian Schär,Newcastle United,D S,Premier League,2023,36,3057,4,1,2.68,1.22,4,2.68,35,9,13.9,13.22,0.1178,0.0294,0.0789,0.0361,0.1178,0.0789,1.0304,0.265,0.4092,0.3891,0.1143,0.0389,-0.0066
Pascal Groß,Brighton,D M S,Premier League,2023,36,3107,4,10,6.08,8.45,3,5.32,55,101,23.87,17.95,0.1159,0.2897,0.1761,0.2448,0.0869,0.154,1.5932,2.9257,0.6913,0.5199,0.0727,-0.0602,0.0449
Kevin De Bruyne,Manchester City,M S,Premier League,2023,18,1233,4,10,2.58,11.98,4,2.58,44,58,15.64,7.78,0.292,0.7299,0.1882,0.8744,0.292,0.1882,3.2117,4.2336,1.1413,0.5677,0.0909,0.1037,-0.1445
Idrissa Gueye,Everton,M S,Premier League,2023,25,1930,4,0,1.66,1.03,4,1.66,26,15,7.9,5.93,0.1865,0.0,0.0775,0.0482,0.1865,0.0775,1.2124,0.6995,0.3686,0.2764,0.1538,0.109,-0.0482
Jordan Ayew,Crystal Palace,F M S,Premier League,2023,35,2563,4,7,4.26,4.96,4,4.26,48,25,10.7,5.52,0.1405,0.2458,0.1497,0.1741,0.1405,0.1497,1.6855,0.8779,0.3758,0.1938,0.0833,-0.0092,0.0717
Willian,Fulham,F M S,Premier League,2023,31,2080,4,2,5.02,4.15,2,3.5,45,45,13.59,9.3,0.1731,0.0865,0.2171,0.1794,0.0865,0.1512,1.9471,1.9471,0.5881,0.4023,0.0889,-0.044,-0.0928
Ivan Toney,Brentford,F S,Premier League,2023,17,1447,4,2,7.13,2.19,4,7.13,51,13,7.65,1.11,0.2488,0.1244,0.4436,0.136,0.2488,0.4436,3.1721,0.8086,0.4758,0.0688,0.0784,-0.1948,-0.0116
Mario Lemina,Wolverhampton Wanderers,M S,Premier League,2023,35,3002,4,1,4.61,1.79,4,4.61,48,20,8.97,6.05,0.1199,0.03,0.1382,0.0536,0.1199,0.1382,1.439,0.5996,0.269,0.1814,0.0833,-0.0183,-0.0236
Pablo Sarabia,Wolverhampton Wanderers,F M S,Premier League,2023,30,1763,4,7,5.98,6.07,2,4.46,46,52,10.23,3.58,0.2042,0.3573,0.3053,0.3097,0.1021,0.2276,2.3483,2.6546,0.5224,0.1829,0.087,-0.1011,0.0477
Gabriel Jesus,Arsenal,F S,Premier League,2023,27,1496,4,5,7.29,4.24,4,7.29,55,28,15.05,5.21,0.2406,0.3008,0.4387,0.2548,0.2406,0.4387,3.3088,1.6845,0.9057,0.3135,0.0727,-0.198,0.046
Harry Wilson,Fulham,F M S,Premier League,2023,35,1576,4,6,2.82,3.15,4,2.82,39,22,7.55,3.51,0.2284,0.3426,0.161,0.1799,0.2284,0.161,2.2272,1.2563,0.4309,0.2004,0.1026,0.0674,0.1627
James Maddison,Tottenham,M S,Premier League,2023,28,2206,4,9,6.3,7.14,4,6.3,57,66,20.87,12.04,0.1632,0.3672,0.2569,0.2914,0.1632,0.2569,2.3255,2.6927,0.8516,0.4912,0.0702,-0.0937,0.0758
Ben White,Arsenal,D S,Premier League,2023,37,3024,4,4,2.02,4.76,4,2.02,13,38,20.15,17.29,0.119,0.119,0.06,0.1416,0.119,0.06,0.3869,1.131,0.5997,0.5146,0.3077,0.0591,-0.0226
Lucas Paquetá,West Ham,F M,Premier League,2023,31,2676,4,6,4.61,5.83,2,3.08,42,41,13.32,7.11,0.1345,0.2018,0.1549,0.1962,0.0673,0.1037,1.4126,1.3789,0.448,0.239,0.0952,-0.0204,0.0056
Tahith Chong,Luton,D F M S,Premier League,2023,33,1978,4,0,3.52,0.44,4,3.52,30,9,5.9,3.58,0.182,0.0,0.1601,0.0199,0.182,0.1601,1.365,0.4095,0.2684,0.1627,0.1333,0.0219,-0.0199
Josh Brownhill,Burnley,M S,Premier League,2023,33,2229,4,2,1.83,1.83,4,1.83,28,34,6.5,4.31,0.1615,0.0808,0.0739,0.0738,0.1615,0.0739,1.1306,1.3728,0.2623,0.1739,0.1429,0.0876,0.007
Josko Gvardiol,Manchester City,D S,Premier League,2023,28,2335,4,1,3.08,2.12,4,3.08,32,19,18.24,14.99,0.1542,0.0385,0.1188,0.0815,0.1542,0.1188,1.2334,0.7323,0.7032,0.578,0.125,0.0354,-0.043
Cameron Archer,"Aston Villa,Sheffield United",F M S,Premier League,2023,30,1870,4,1,5.79,2.98,4,5.79,41,24,9.18,1.59,0.1925,0.0481,0.2784,0.1436,0.1925,0.2784,1.9733,1.1551,0.4416,0.0768,0.0976,-0.0859,-0.0955
João Palhinha,Fulham,M S,Premier League,2023,33,2742,4,1,3.25,0.85,4,3.25,44,12,11.17,9.49,0.1313,0.0328,0.1065,0.0277,0.1313,0.1065,1.4442,0.3939,0.3665,0.3116,0.0909,0.0248,0.0051
Marcos Senesi,Bournemouth,D S,Premier League,2023,31,2253,4,5,2.37,1.88,4,2.37,13,22,8.66,7.7,0.1598,0.1997,0.0945,0.0753,0.1598,0.0945,0.5193,0.8788,0.3461,0.3076,0.3077,0.0653,0.1244
Chiedozie Ogbene,Luton,D F M S,Premier League,2023,30,1984,4,1,4.81,3.47,4,4.81,35,27,10.15,3.83,0.1815,0.0454,0.218,0.1574,0.1815,0.218,1.5877,1.2248,0.4606,0.1737,0.1143,-0.0366,-0.112
Gustavo Hamer,Sheffield United,F M S,Premier League,2023,36,2986,4,6,2.41,6.99,4,2.41,49,68,9.92,4.24,0.1206,0.1808,0.0728,0.2106,0.1206,0.0728,1.4769,2.0496,0.2989,0.1278,0.0816,0.0478,-0.0297
Jack Grealish,Manchester City,M S,Premier League,2023,20,975,3,1,2.38,2.77,3,2.38,22,26,11.64,7.5,0.2769,0.0923,0.22,0.2561,0.2769,0.22,2.0308,2.4,1.0747,0.692,0.1364,0.0569,-0.1638
Andreas Pereira,Fulham,M S,Premier League,2023,37,2756,3,7,5.16,6.92,3,5.16,52,83,15.48,7.73,0.098,0.2286,0.1684,0.2259,0.098,0.1684,1.6981,2.7104,0.5054,0.2523,0.0577,-0.0704,0.0027
Kurt Zouma,West Ham,D S,Premier League,2023,33,2849,3,0,2.34,0.18,3,2.34,16,4,3.84,3.71,0.0948,0.0,0.0739,0.0058,0.0948,0.0739,0.5054,0.1264,0.1215,0.1173,0.1875,0.0209,-0.0058
Andrew Robertson,Liverpool,D S,Premier League,2023,23,1684,3,2,2.43,6.66,3,2.43,12,62,15.88,10.36,0.1603,0.1069,0.13,0.3557,0.1603,0.13,0.6413,3.3135,0.8486,0.5538,0.25,0.0303,-0.2488
Trent Alexander-Arnold,Liverpool,D S,Premier League,2023,28,2190,3,4,2.75,8.36,3,2.75,47,64,19.36,14.5,0.1233,0.1644,0.1128,0.3436,0.1233,0.1128,1.9315,2.6301,0.7956,0.5959,0.0638,0.0105,-0.1792
Thiago Silva,Chelsea,D S,Premier League,2023,31,2530,3,1,0.79,1.4,3,0.79,14,9,14.3,14.19,0.1067,0.0356,0.0282,0.0499,0.1067,0.0282,0.498,0.3202,0.5088,0.5048,0.2143,0.0786,-0.0144
Gabriel,Arsenal,D S,Premier League,2023,36,3050,3,0,4.03,0.87,3,4.03,31,3,13.23,12.33,0.0885,0.0,0.1188,0.0258,0.0885,0.1188,0.9148,0.0885,0.3905,0.3639,0.0968,-0.0303,-0.0258
Lewis Dunk,Brighton,D,Premier League,2023,33,2895,3,1,2.96,1.17,3,2.96,34,13,13.59,13.53,0.0933,0.0311,0.0922,0.0364,0.0933,0.0922,1.057,0.4041,0.4226,0.4206,0.0882,0.0011,-0.0053
Jacob Murphy,Newcastle United,D F M S,Premier League,2023,21,1216,3,7,2.9,5.23,3,2.9,30,31,11.55,4.93,0.222,0.5181,0.2145,0.3868,0.222,0.2145,2.2204,2.2944,0.855,0.3652,0.1,0.0076,0.1313
Dwight McNeil,Everton,D M S,Premier League,2023,35,2914,3,6,3.64,10.33,3,3.64,57,69,14.69,5.36,0.0927,0.1853,0.1124,0.3189,0.0927,0.1124,1.7605,2.1311,0.4538,0.1654,0.0526,-0.0198,-0.1336
Pedro Porro,Tottenham,D,Premier League,2023,35,3101,3,7,2.84,7.29,3,2.84,53,52,20.24,15.79,0.0871,0.2032,0.0823,0.2114,0.0871,0.0823,1.5382,1.5092,0.5873,0.4584,0.0566,0.0048,-0.0083
Mathias Jensen,Brentford,M S,Premier League,2023,32,2294,3,3,0.69,4.91,3,0.69,14,41,11.1,9.51,0.1177,0.1177,0.027,0.1926,0.1177,0.027,0.5493,1.6085,0.4353,0.3732,0.2143,0.0907,-0.0749
Miguel Almirón,Newcastle United,F S,Premier League,2023,33,1967,3,1,5.13,3.08,3,5.13,41,25,12.23,5.61,0.1373,0.0458,0.2348,0.1408,0.1373,0.2348,1.876,1.1439,0.5594,0.2565,0.0732,-0.0976,-0.095
Harvey Elliott,Liverpool,F M S,Premier League,2023,34,1268,3,6,2.58,4.26,3,2.58,49,36,14.05,9.56,0.2129,0.4259,0.1829,0.3025,0.2129,0.1829,3.4779,2.5552,0.997,0.6788,0.0612,0.0301,0.1233
Jarrad Branthwaite,Everton,D,Premier League,2023,35,3122,3,0,1.91,0.93,3,1.91,14,4,6.32,6.26,0.0865,0.0,0.0551,0.0269,0.0865,0.0551,0.4036,0.1153,0.1822,0.1805,0.2143,0.0314,-0.0269
Jack Harrison,Everton,M S,Premier League,2023,29,2229,3,3,4.15,4.35,3,4.15,34,27,8.46,2.36,0.1211,0.1211,0.1676,0.1755,0.1211,0.1676,1.3728,1.0902,0.3417,0.0953,0.0882,-0.0464,-0.0544
Dara O&#039;Shea,Burnley,D S,Premier League,2023,33,2899,3,4,0.91,1.64,3,0.91,19,13,4.86,4.5,0.0931,0.1242,0.0282,0.0511,0.0931,0.0282,0.5899,0.4036,0.1508,0.1398,0.1579,0.065,0.0731
Jéremy Doku,Manchester City,D M S,Premier League,2023,29,1616,3,8,3.77,5.48,3,3.77,56,45,14.62,7.7,0.1671,0.4455,0.21,0.305,0.1671,0.21,3.1188,2.5062,0.8144,0.429,0.0536,-0.0429,0.1406
Pape Sarr,Tottenham,M S,Premier League,2023,34,2141,3,3,3.84,2.03,3,3.84,36,20,16.11,11.24,0.1261,0.1261,0.1615,0.0854,0.1261,0.1615,1.5133,0.8407,0.6771,0.4724,0.0833,-0.0354,0.0407
Jayden Bogle,Sheffield United,D M S,Premier League,2023,34,2817,3,0,2.6,0.73,3,2.6,32,10,5.2,2.63,0.0958,0.0,0.0831,0.0234,0.0958,0.0831,1.0224,0.3195,0.1662,0.084,0.0938,0.0127,-0.0234
Dominik Szoboszlai,Liverpool,M S,Premier League,2023,33,2135,3,2,3.52,5.66,3,3.52,60,55,21.23,15.89,0.1265,0.0843,0.1483,0.2385,0.1265,0.1483,2.5293,2.3185,0.895,0.6699,0.05,-0.0219,-0.1542
Micky van de Ven,Tottenham,D,Premier League,2023,27,2345,3,0,0.97,0.04,3,0.97,8,1,10.61,10.42,0.1151,0.0,0.0373,0.0014,0.1151,0.0373,0.307,0.0384,0.407,0.4,0.375,0.0779,-0.0014
James McAtee,"Manchester City,Sheffield United",F M S,Premier League,2023,31,1848,3,3,3.2,3.07,2,2.44,26,28,7.37,2.8,0.1461,0.1461,0.156,0.1493,0.0974,0.1189,1.2662,1.3636,0.3591,0.1362,0.1154,-0.0099,-0.0032
Marcus Tavernier,Bournemouth,F M S,Premier League,2023,30,2163,3,4,4.39,6.26,3,4.39,53,44,14.91,7.11,0.1248,0.1664,0.1825,0.2607,0.1248,0.1825,2.2053,1.8308,0.6203,0.2956,0.0566,-0.0576,-0.0942
Kaoru Mitoma,Brighton,D F M S,Premier League,2023,19,1482,3,4,4.68,3.39,3,4.68,34,25,14.05,8.15,0.1822,0.2429,0.2842,0.2057,0.1822,0.2842,2.0648,1.5182,0.8533,0.495,0.0882,-0.102,0.0372
Keane Lewis-Potter,Brentford,D F S,Premier League,2023,30,1432,3,1,8.58,1.61,3,8.58,43,13,9.34,1.26,0.1885,0.0628,0.5394,0.1015,0.1885,0.5394,2.7025,0.817,0.5873,0.0791,0.0698,-0.3508,-0.0386
Wilson Odobert,Burnley,F M S,Premier League,2023,29,2150,3,2,2.54,4.43,3,2.54,49,31,10.0,4.2,0.1256,0.0837,0.1065,0.1854,0.1256,0.1065,2.0512,1.2977,0.4188,0.176,0.0612,0.0191,-0.1016
Kobbie Mainoo,Manchester United,M,Premier League,2023,24,1980,3,1,0.77,0.85,3,0.77,11,15,5.08,3.87,0.1364,0.0455,0.0352,0.0384,0.1364,0.0352,0.5,0.6818,0.2309,0.1758,0.2727,0.1012,0.007
Enzo Fernández,Chelsea,M S,Premier League,2023,28,2237,3,2,6.15,3.56,2,4.63,47,32,18.34,12.55,0.1207,0.0805,0.2473,0.1432,0.0805,0.1861,1.8909,1.2874,0.738,0.5051,0.0638,-0.1266,-0.0627
Facundo Buonanotte,Brighton,F M S,Premier League,2023,27,1408,3,1,2.97,2.3,3,2.97,21,19,6.95,3.33,0.1918,0.0639,0.1901,0.1473,0.1918,0.1901,1.3423,1.2145,0.4444,0.2127,0.1429,0.0016,-0.0834
Joelinton,Newcastle United,F M S,Premier League,2023,20,1289,2,1,2.56,2.96,2,2.56,19,23,10.31,6.36,0.1396,0.0698,0.1787,0.2066,0.1396,0.1787,1.3266,1.6059,0.7199,0.4442,0.1053,-0.039,-0.1368
Nathan Aké,Manchester City,D S,Premier League,2023,29,2046,2,2,2.18,1.74,2,2.18,20,10,13.2,12.08,0.088,0.088,0.0959,0.0764,0.088,0.0959,0.8798,0.4399,0.5804,0.5315,0.1,-0.0079,0.0116
Jeffrey Schlupp,Crystal Palace,F M S,Premier League,2023,29,1370,2,2,1.88,2.17,2,1.88,19,18,6.63,2.94,0.1314,0.1314,0.1237,0.1426,0.1314,0.1237,1.2482,1.1825,0.4355,0.1932,0.1053,0.0077,-0.0112
Virgil van Dijk,Liverpool,D,Premier League,2023,36,3177,2,2,3.3,1.86,2,3.3,45,11,18.09,17.6,0.0567,0.0567,0.0935,0.0528,0.0567,0.0935,1.2748,0.3116,0.5123,0.4985,0.0444,-0.0368,0.0039
Josh Cullen,Burnley,M S,Premier League,2023,25,2072,2,3,0.53,1.93,2,0.53,16,26,8.98,7.68,0.0869,0.1303,0.0231,0.0837,0.0869,0.0231,0.695,1.1293,0.3901,0.3335,0.125,0.0637,0.0466
Ben Mee,Brentford,D S,Premier League,2023,16,1290,2,0,1.46,0.25,2,1.46,10,6,1.84,1.36,0.1395,0.0,0.1016,0.0174,0.1395,0.1016,0.6977,0.4186,0.1287,0.0952,0.2,0.038,-0.0174
Harry Maguire,Manchester United,D S,Premier League,2023,22,1645,2,2,2.14,1.31,2,2.14,20,6,5.5,4.46,0.1094,0.1094,0.117,0.0715,0.1094,0.117,1.0942,0.3283,0.3011,0.2438,0.1,-0.0075,0.0379
Álex Moreno,Aston Villa,D S,Premier League,2023,21,1033,2,0,1.44,1.16,2,1.44,8,11,6.87,4.59,0.1742,0.0,0.1258,0.101,0.1742,0.1258,0.697,0.9584,0.5988,0.3998,0.25,0.0485,-0.101
Estupiñán,Brighton,D S,Premier League,2023,19,1239,2,3,1.03,3.29,2,1.03,11,26,8.13,5.95,0.1453,0.2179,0.0751,0.2387,0.1453,0.0751,0.799,1.8886,0.5907,0.4322,0.1818,0.0702,-0.0208
Tosin Adarabioyo,Fulham,D S,Premier League,2023,20,1618,2,0,0.95,0.14,2,0.95,14,2,5.48,5.47,0.1112,0.0,0.0527,0.0076,0.1112,0.0527,0.7787,0.1112,0.3046,0.3041,0.1429,0.0585,-0.0076
Youri Tielemans,Aston Villa,F M S,Premier League,2023,32,1580,2,6,1.0,3.05,2,1.0,14,18,10.68,8.06,0.1139,0.3418,0.0572,0.174,0.1139,0.0572,0.7975,1.0253,0.6081,0.4592,0.1429,0.0567,0.1678
Philip Billing,Bournemouth,M S,Premier League,2023,29,1359,2,2,2.87,3.72,2,2.87,30,23,7.18,2.83,0.1325,0.1325,0.1901,0.2462,0.1325,0.1901,1.9868,1.5232,0.4757,0.1876,0.0667,-0.0577,-0.1137
Pau Torres,Aston Villa,D S,Premier League,2023,29,2467,2,0,1.53,0.62,2,1.53,12,8,12.14,11.88,0.073,0.0,0.0558,0.0227,0.073,0.0558,0.4378,0.2919,0.4429,0.4336,0.1667,0.0171,-0.0227
Joachim Andersen,Crystal Palace,D,Premier League,2023,38,3420,2,3,2.44,2.89,2,2.44,21,21,10.3,9.62,0.0526,0.0789,0.0643,0.076,0.0526,0.0643,0.5526,0.5526,0.271,0.2533,0.0952,-0.0117,0.0029
Pedro Neto,Wolverhampton Wanderers,F M S,Premier League,2023,20,1524,2,9,3.29,5.22,2,3.29,36,37,8.7,2.21,0.1181,0.5315,0.1941,0.308,0.1181,0.1941,2.126,2.185,0.514,0.1304,0.0556,-0.076,0.2235
Manuel Akanji,Manchester City,D M S,Premier League,2023,30,2517,2,0,2.2,0.53,2,2.2,15,13,16.7,15.84,0.0715,0.0,0.0787,0.0188,0.0715,0.0787,0.5364,0.4648,0.5972,0.5664,0.1333,-0.0072,-0.0188
Rayan Ait Nouri,Wolverhampton Wanderers,D M S,Premier League,2023,33,2391,2,1,3.24,2.35,2,3.24,23,25,10.71,6.93,0.0753,0.0376,0.1221,0.0885,0.0753,0.1221,0.8657,0.941,0.4031,0.2608,0.087,-0.0468,-0.0509
Willy Boly,Nottingham Forest,D S,Premier League,2023,20,1461,2,1,1.47,1.38,2,1.47,14,8,4.12,3.09,0.1232,0.0616,0.0906,0.0847,0.1232,0.0906,0.8624,0.4928,0.2541,0.1906,0.1429,0.0326,-0.0231
Axel Disasi,Chelsea,D S,Premier League,2023,31,2586,2,0,2.68,0.2,2,2.68,16,3,14.65,14.11,0.0696,0.0,0.0932,0.0068,0.0696,0.0932,0.5568,0.1044,0.51,0.491,0.125,-0.0236,-0.0068
William Saliba,Arsenal,D,Premier League,2023,38,3420,2,1,2.37,0.25,2,2.37,10,6,16.63,16.43,0.0526,0.0263,0.0623,0.0066,0.0526,0.0623,0.2632,0.1579,0.4377,0.4325,0.2,-0.0097,0.0198
Christian Nørgaard,Brentford,M S,Premier League,2023,31,2556,2,1,3.17,2.97,2,3.17,36,24,9.01,6.33,0.0704,0.0352,0.1117,0.1046,0.0704,0.1117,1.2676,0.8451,0.3171,0.223,0.0556,-0.0413,-0.0694
Diogo Dalot,Manchester United,D S,Premier League,2023,36,3171,2,3,1.33,3.09,2,1.33,30,38,10.95,8.36,0.0568,0.0851,0.0377,0.0876,0.0568,0.0377,0.8515,1.0785,0.3109,0.2374,0.0667,0.0191,-0.0024
Max Kilman,Wolverhampton Wanderers,D,Premier League,2023,38,3420,2,0,2.6,1.14,2,2.6,14,17,9.35,8.87,0.0526,0.0,0.0684,0.03,0.0526,0.0684,0.3684,0.4474,0.2462,0.2335,0.1429,-0.0157,-0.03
Dan Burn,Newcastle United,D S,Premier League,2023,33,2763,2,2,4.11,1.9,2,4.11,23,9,15.22,13.17,0.0651,0.0651,0.1339,0.0618,0.0651,0.1339,0.7492,0.2932,0.4959,0.4291,0.087,-0.0688,0.0034
Jean-Ricner Bellegarde,Wolverhampton Wanderers,D F M S,Premier League,2023,22,938,2,1,1.36,0.96,2,1.36,15,12,3.18,1.52,0.1919,0.0959,0.1306,0.0916,0.1919,0.1306,1.4392,1.1514,0.3048,0.1462,0.1333,0.0613,0.0043
Takehiro Tomiyasu,Arsenal,D S,Premier League,2023,22,1106,2,1,1.62,0.59,2,1.62,17,6,3.82,3.41,0.1627,0.0814,0.1317,0.0482,0.1627,0.1317,1.3834,0.4882,0.3107,0.2778,0.1176,0.031,0.0332
Tyrick Mitchell,Crystal Palace,D,Premier League,2023,37,3221,2,3,2.21,3.64,2,2.21,12,24,12.87,8.86,0.0559,0.0838,0.0618,0.1016,0.0559,0.0618,0.3353,0.6706,0.3596,0.2475,0.1667,-0.0059,-0.0178
Nicolás Domínguez,Nottingham Forest,M S,Premier League,2023,26,1543,2,2,1.7,0.91,2,1.7,22,10,6.1,3.84,0.1167,0.1167,0.0993,0.053,0.1167,0.0993,1.2832,0.5833,0.3559,0.2241,0.0909,0.0174,0.0636
Sven Botman,Newcastle United,D S,Premier League,2023,17,1383,2,2,0.98,1.14,2,0.98,10,5,5.53,5.53,0.1302,0.1302,0.064,0.0742,0.1302,0.064,0.6508,0.3254,0.3599,0.3599,0.2,0.0662,0.056
Iyenoma Destiny Udogie,Tottenham,D,Premier League,2023,28,2437,2,3,2.81,2.55,2,2.81,9,24,14.85,10.91,0.0739,0.1108,0.1039,0.0942,0.0739,0.1039,0.3324,0.8863,0.5484,0.4028,0.2222,-0.0301,0.0166
Matthew Cash,Aston Villa,D M S,Premier League,2023,29,2142,2,2,4.49,2.97,2,4.49,33,13,14.26,8.85,0.084,0.084,0.1885,0.1248,0.084,0.1885,1.3866,0.5462,0.5992,0.3718,0.0606,-0.1045,-0.0408
Amadou Onana,Everton,M S,Premier League,2023,30,2093,2,0,2.55,2.41,2,2.55,29,18,10.68,8.99,0.086,0.0,0.1098,0.1038,0.086,0.1098,1.247,0.774,0.4591,0.3867,0.069,-0.0238,-0.1038
Kristoffer Ajer,Brentford,D S,Premier League,2023,28,1845,2,1,1.47,2.6,2,1.47,12,12,5.71,3.67,0.0976,0.0488,0.0716,0.1269,0.0976,0.0716,0.5854,0.5854,0.2785,0.1789,0.1667,0.026,-0.0781
Ethan Pinnock,Brentford,D S,Premier League,2023,29,2521,2,0,3.38,0.58,2,3.38,19,4,5.53,4.47,0.0714,0.0,0.1207,0.0208,0.0714,0.1207,0.6783,0.1428,0.1973,0.1596,0.1053,-0.0493,-0.0208
Jarell Quansah,Liverpool,D S,Premier League,2023,17,1182,2,0,1.43,0.08,2,1.43,6,3,7.2,7.15,0.1523,0.0,0.1086,0.0058,0.1523,0.1086,0.4569,0.2284,0.5485,0.5444,0.3333,0.0437,-0.0058
Vitalii Mykolenko,Everton,D,Premier League,2023,28,2482,2,0,1.91,1.25,2,1.91,26,13,7.14,5.51,0.0725,0.0,0.0692,0.0452,0.0725,0.0692,0.9428,0.4714,0.2587,0.1997,0.0769,0.0033,-0.0452
Anel Ahmedhodzic,Sheffield United,D S,Premier League,2023,31,2646,2,0,3.46,0.95,2,3.46,19,7,5.82,2.93,0.068,0.0,0.1178,0.0323,0.068,0.1178,0.6463,0.2381,0.1978,0.0997,0.1053,-0.0498,-0.0323
Danilo,Nottingham Forest,F M S,Premier League,2023,29,1799,2,2,1.67,1.53,2,1.67,23,20,10.23,8.0,0.1001,0.1001,0.0833,0.0765,0.1001,0.0833,1.1506,1.0006,0.5117,0.4001,0.087,0.0167,0.0235
João Gomes,Wolverhampton Wanderers,M S,Premier League,2023,34,2690,2,1,1.86,1.33,2,1.86,26,19,6.3,4.64,0.0669,0.0335,0.0621,0.0444,0.0669,0.0621,0.8699,0.6357,0.2109,0.1552,0.0769,0.0048,-0.011
Jacob Brown,Luton,F M S,Premier League,2023,19,1031,2,0,3.08,0.84,2,3.08,25,8,3.89,0.42,0.1746,0.0,0.2688,0.0735,0.1746,0.2688,2.1823,0.6984,0.3396,0.0367,0.08,-0.0942,-0.0735
